0	0	0	0	0	0	0	0	
-0.7582245523576018	-0.6519935031901118	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.7743324403839825	-0.6327790070545847	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.8136763305150447	-0.5813181823748261	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.8330079530712604	-0.5532610144588435	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.8842383909646004	-0.4670358315422218	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.930327540650144	-0.3667296921546642	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.9553022994235911	-0.2956307100353401	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.982097994009791	-0.1883707253315766	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.9967414901952569	-0.08066226951517388	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.9999631852412154	0.008580685418002392	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.9937022275321512	0.1120530365391354	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.9800608147718515	0.1986977587914237	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.9581363201572298	0.2863124027972983	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.921059180453497	0.3894226317284764	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.8752045408902857	0.4837530481609643	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.818973441534513	0.5738314230339041	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.7501443705510443	0.6612740909264309	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.7092105266764003	0.7049967580431721	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.6640871735689725	0.7476551517251608	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.6396234454764467	0.7686883946026758	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.603237602632329	0.7975615303977496	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.5149701189847982	0.8572081290753039	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.4206034175929195	0.9072446004849829	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.4084842536404229	0.9127653666347264	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.3808506943551162	0.9246365494664517	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.3577966616370813	0.9337995228748834	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.2907370026931224	0.9568030075543343	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.2821721905667939	0.9593637760884747	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.1977789603551645	0.9802466438814419	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.1908748123015384	0.9816143876435657	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.1001990596278732	0.9949674107475531	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
-0.03512393072516668	0.9993829643787279	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
0.04735974887683499	0.9988778975361919	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
0.1116887267142955	0.9937432406436481	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
0.06172884666908104	0.9980929563366856	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
0.02727625893153891	0.999627933632659	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
0.07854684037286987	0.9969104241943901	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
0.1287815478678431	0.9916729868907201	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
0.1089223796888214	0.9940502578858497	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
0.0640123782732662	0.9979491046279867	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
0.1362885127778481	0.9906691886219144	-1	-1	-1	-1	-1	-1	


0	0	0	0	0	0	0	0	
