-0.401116	0.916027	
0.611583	0.791181	
0.322537	0.946557	
0.623255	0.782019	
-0.0384236	0.999262	
-0.246188	0.969222	
0.502076	0.864824	
-0.299057	0.954235	
-0.292032	0.956408	
0.60297	0.797764	
-0.25654	0.966534	
0.759287	0.650755	
-0.326711	0.945124	
0.544045	0.839056	
0.748105	0.66358	
0.792254	0.610191	
0.665296	0.74658	
-0.217609	0.976036	
-0.13319	0.991091	
-0.388904	0.921278	
-0.214698	0.976681	
0.672033	0.740521	
0.753028	0.657989	
-0.296141	0.955144	
-0.116384	0.993204	
-0.140289	0.990111	
0.386152	0.922435	
-0.204073	0.978956	
0.642922	0.765932	
-0.128312	0.991734	
0.7631	0.64628	
0.557905	0.829905	
0.772667	0.634812	
0.667811	0.744331	
-0.395249	0.918574	
-0.28429	0.958738	
0.530168	0.847893	
0.565351	0.82485	
-0.0717853	0.99742	
-0.346265	0.938137	
0.750428	0.660953	
0.0781585	0.996941	
0.0394595	0.999221	
0.584747	0.811215	
0.549654	0.835392	
-0.157831	0.987466	
-0.3835	0.923541	
0.713227	0.700934	
-0.163095	0.98661	
0.122985	0.992409	
-0.247241	0.968954	
-0.254174	0.967159	
-0.331062	0.943609	
0.547852	0.836576	
0.574989	0.818161	
-0.0358384	0.999358	
0.710787	0.703408	
0.607908	0.794008	
-0.259843	0.965651	
-0.328513	0.9445	
-0.0561879	0.99842	
-0.206837	0.978375	
-0.278664	0.960389	
-0.168172	0.985758	
0.505387	0.862893	
0.113538	0.993534	
0.561104	0.827745	
0.596188	0.802845	
-0.148674	0.988886	
0.645651	0.763633	
0.519915	0.854218	
-0.1234	0.992357	
-0.00197655	0.999998	
0.711351	0.702837	
0.450856	0.892597	
0.0629444	0.998017	
-0.371177	0.928562	
-0.354882	0.934911	
0.507304	0.861767	
-0.357967	0.933734	
0.650925	0.759142	
-0.408236	0.912876	
0.670042	0.742323	
0.356955	0.934121	
-0.281704	0.959501	
0.490316	0.871544	
-0.268557	0.963264	
-0.361586	0.932339	
-0.0671285	0.997744	
0.631473	0.775398	
0.0363914	0.999338	
0.597522	0.801852	
0.36613	0.930564	
0.0673136	0.997732	
-0.239542	0.970886	
0.778777	0.6273	
-0.00284779	0.999996	
-0.102686	0.994714	
-0.311646	0.950198	
-0.0594165	0.998233	
0.639291	0.768965	
-0.0414103	0.999142	
-0.0298188	0.999555	
-0.294277	0.95572	
-0.312055	0.950064	
0.639759	0.768576	
-0.0315874	0.999501	
0.400426	0.916329	
0.0723329	0.997381	
-0.312687	0.949856	
0.709869	0.704334	
0.755959	0.654619	
0.568669	0.822566	
-0.251776	0.967786	
-0.221602	0.975137	
0.710355	0.703844	
0.711049	0.703143	
-0.343779	0.939051	
0.468104	0.883673	
-0.16246	0.986715	
-0.20525	0.97871	
-0.172227	0.985057	
0.783508	0.621382	
0.451584	0.892228	
-0.194194	0.980963	
-0.17994	0.983678	
-0.110017	0.99393	
-0.00210538	0.999998	
-0.150572	0.988599	
0.586498	0.80995	
0.454497	0.890748	
-0.312397	0.949952	
-0.00242094	0.999997	
0.0295072	0.999565	
-0.063038	0.998011	
0.662438	0.749117	
0.518562	0.85504	
-0.365892	0.930657	
0.709738	0.704466	
-0.0855605	0.996333	
-0.327541	0.944837	
-0.209091	0.977896	
-0.289276	0.957246	
-0.349244	0.937032	
0.376007	0.926617	
0.826003	0.563666	
0.675436	0.737418	
-0.23857	0.971125	
-0.265183	0.964198	
-0.329667	0.944097	
-0.0906308	0.995885	
-0.311148	0.950361	
-0.264564	0.964368	
0.655367	0.75531	
-0.00225216	0.999997	
-0.110119	0.993918	
-0.275037	0.961434	
-0.0905997	0.995887	
-0.00261708	0.999997	
0.62809	0.778141	
0.710014	0.704188	
-0.233856	0.972271	
-0.154871	0.987935	
0.558972	0.829186	
0.0314932	0.999504	
0.321485	0.946915	
0.428833	0.903384	
0.659161	0.752002	
0.350628	0.936515	
0.712119	0.702059	
0.711703	0.702481	
0.809802	0.586704	
0.534978	0.844866	
-0.131308	0.991342	
0.0850009	0.996381	
0.411157	0.911565	
0.495689	0.8685	
0.398257	0.917274	
-0.033579	0.999436	
-0.184247	0.98288	
0.417886	0.908499	
0.472929	0.8811	
0.591482	0.806319	
-0.341673	0.939819	
0.0337657	0.99943	
-0.0449001	0.998991	
-0.240131	0.970741	
0.636269	0.771467	
-0.231507	0.972833	
0.817328	0.576173	
-0.118467	0.992958	
-0.375761	0.926717	
-0.226459	0.974021	
0.787648	0.616126	
0.517749	0.855533	
-0.0771342	0.997021	
0.577195	0.816606	
0.746018	0.665925	
-0.0962668	0.995356	
0.712618	0.701553	
0.105431	0.994427	
0.48065	0.876913	
0.617795	0.786339	
-0.19388	0.981025	
-0.0810505	0.99671	
-0.22267	0.974894	
-0.19443	0.980916	
0.632401	0.774641	
-0.175255	0.984523	
-0.297713	0.954655	
0.744133	0.668031	
0.452677	0.891675	
-0.0833415	0.996521	
0.710557	0.703639	
0.79741	0.603438	
-0.381178	0.924502	
0.482705	0.875783	
0.432763	0.901508	
0.76751	0.641037	
0.604452	0.796641	
-0.270636	0.962682	
0.673821	0.738894	
0.803216	0.595687	
0.779769	0.626068	
-0.140511	0.990079	
-0.193444	0.981111	
0.676902	0.736073	
0.540464	0.841367	
0.710175	0.704025	
0.435308	0.900282	
-0.182424	0.98322	
